"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Product Type","Max Nameplate Output Current (A)","Input Voltage (V)","Maximum Output Power (kW)","Number of Outputs","Maximum Output Cord Length (ft.)","Output Cord Gauge (AWG)","Screen Area, if EVSE has high res display (in2)","Maximum (100%) Measured Luminance of the High Res Display (candelas per m2)","Automatic Brightness Control (ABC) Capable?","Connected Capable","DR Protocol","Connects Using","Protocols Used to Support Smart Charging","Network Security Standards","Is Broadband Internet Connection Needed for Demand Response?","Auxiliary Product Features","Product Features","Network Capability","Network Connection Types Available","No Vehicle Mode Input Power (watts)","No Vehicle Mode Total Allowance (watts)","No Vehicle Mode Power Factor","Partial On Mode Input Power (watts)","Partial On Mode Total Allowance (watts)","Partial On Mode Power Factor","Idle Mode Input Power (watts)","Idle Mode Total Allowance (watts)","Idle Mode Power Factor","Full Current Operation Mode Test: Total Loss (watts)","30 A Operation Mode Test: Total Loss (watts)","15 A Operation Mode Test: Total Loss (watts)","4 A Operation Mode Test: Total Loss (watts)","Dual Input Level 2: No Vehicle Mode Input Power (watts)","Dual Input No Vehicle Mode Total Allowance (watts)","Dual Input Level 2: No Vehicle Mode Power Factor","Dual Input Level 2: Partial On Mode Input Power (watts)","Dual Input Partial On Mode Total Allowance (watts)","Dual Input Level 2:  Partial On Mode Power Factor","Dual Input Level 2:  Idle Mode Input Power (watts)","Dual Input Idle Mode Total Allowance (watts)","Dual Input Level 2:  Idle Mode Power Factor","Dual Input Level 2: Full Current Operation Mode Test: Total Loss (watts)","Dual Input Level 2: 30 A Operation Mode Test: Total Loss (watts)","Dual Input Level 2: 15 A Operation Mode Test: Total Loss (watts)","Dual Input Level 2: 4 A Operation Mode Test: Total Loss (watts)","Date Available on Market","Date Certified","Markets","CB Model Identifier"
"2668018","Autel Digital Power Co., Ltd.","AUTEL","Maxi US AC W10-N14-H","Maxi US AC W10-N14-H",,,"Level 2","40","240","9.6","1","25","10",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","4.57","6.5","0.45","4.74","6.5","0.45","6.63","22.5","0.45","112","71","24","8",,,,,,,,,,,,,,"09/19/2023","09/19/2023","United States, Canada","ES_1147564_Maxi US AC W10-N14-H_09102023225432_6254388"
"3530999","Autel Digital Power Co., Ltd.","AUTEL","Maxi US AC LW10-N14","Maxi US AC LW10-N14","Maxi US AC LW10-N6",,"Level 2","40","240","9.6","1","25","9",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","4.98","6.5","0.76","5.06","6.5","0.76","6.86","22.5","0.84","114","68","22","8",,,,,,,,,,,,,,"05/22/2024","05/22/2024","United States, Canada","ES_1147564_Maxi US AC LW10-N14_05212024134511_1118432"
"3619605","Autel Digital Power Co., Ltd.","AUTEL","Maxi UW19L002","Maxi UW19L002","Maxi UW19C002; Maxi UW19M002; Maxi UW19N002",,"Level 2","80","240","19.2","1","25","6","21.6","957.7","Yes",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet","4.83","10.44","0.45","4.935","10.44","0.9","5.64","42.44","0.46","13.45","23.11","22.15","2.29",,,,,,,,,,,,,,"08/16/2024","08/16/2024","United States, Canada","ES_1147564_Maxi UW19L002, Maxi UW19C002_08132024150745_3556787"
"3619606","Autel Digital Power Co., Ltd.","AUTEL","Maxi UW19LJ02","Maxi UW19LJ02","Maxi UW19CJ02; Maxi UW19LB02; Maxi UW19MB02; Maxi UW19MJ02; Maxi UW19NJ02",,"Level 2","80","240","19.2","1","25","6",,,"No",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet","6.31","7.5","0.81","6.32","7.5","0.81","7.5","39.5","0.85","6.26","19.38","6.7","2.69",,,,,,,,,,,,,,"08/16/2024","08/16/2024","United States, Canada","ES_1147564_Maxi UW19LJ02,Maxi UW19CJ02,Maxi UW19LB02_08132024162255_9948083"
"4020892","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-J0750CA0002",,,"Level 2","50","240","12","1","25","9","11.06","844.9","Yes",,,,,,,"High Resolution Display,PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","3.49","9.98","0.175","3.515","9.98","0.33","4.91","29.98","0.23","20.24","21.53","21.37","22.12",,,,,,,,,,,,,,"05/08/2025","05/08/2025","United States, Canada","ES_1147564_UW12-J0750CA0002_05092025152741_80240498"
"4020893","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-J0650CA0002",,,"Level 2","50","240","12","1","25","9","11.06","844.9","Yes",,,,,,,"High Resolution Display,PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","3.49","9.98","0.175","3.515","9.98","0.33","4.91","29.98","0.23","20.24","21.53","21.37","22.12",,,,,,,,,,,,,,"05/08/2025","05/08/2025","United States, Canada","ES_1147564_UW12-J0650CA0002_05092025152741_80240498"
"4020894","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-N0650CA0002",,,"Level 2","50","240","12","1","25","9","11.06","844.9","Yes",,,,,,,"High Resolution Display,PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","3.49","9.98","0.175","3.515","9.98","0.33","4.91","29.98","0.23","20.24","21.53","21.37","22.12",,,,,,,,,,,,,,"05/08/2025","05/08/2025","United States, Canada","ES_1147564_UW12-N0650CA0002_05092025152741_80240498"
"4020895","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-J0710CA0002",,,"Level 2","50","240","12","1","25","9",,,"No",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","6.43","8.5","0.37","6.35","8.5","0.41","9.21","28.5","0.41","21.33","24.47","24.48","25.44",,,,,,,,,,,,,,"05/08/2025","05/08/2025","United States, Canada","ES_1147564_UW12-J0710CA0002_05092025152741_80240498"
"4020896","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-J0610CA0002",,,"Level 2","50","240","12","1","25","9",,,"No",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","6.43","8.5","0.37","6.35","8.5","0.41","9.21","28.5","0.41","21.33","24.47","24.48","25.44",,,,,,,,,,,,,,"05/08/2025","05/08/2025","United States, Canada","ES_1147564_UW12-J0610CA0002_05092025152741_80240498"
"4020897","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-N0610CA0002",,,"Level 2","50","240","12","1","25","9",,,"No",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","6.43","8.5","0.37","6.35","8.5","0.41","9.21","28.5","0.41","21.33","24.47","24.48","25.44",,,,,,,,,,,,,,"05/08/2025","05/08/2025","United States, Canada","ES_1147564_UW12-N0610CA0002_05092025152741_80240498"
"4020898","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-J0700C0A002",,,"Level 2","50","240","12","1","25","9",,,"No",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network)","6.56","8.5","0.37","6.45","8.5","0.39","9.4","28.5","0.45","22.34","23.17","20.26","27.46",,,,,,,,,,,,,,"05/08/2025","05/08/2025","United States, Canada","ES_1147564_UW12-J0700C0A002_05092025152741_80240498"
"4020899","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-J0600C0A002",,,"Level 2","50","240","12","1","25","9",,,"No",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network)","6.56","8.5","0.37","6.45","8.5","0.39","9.4","28.5","0.45","22.34","23.17","20.26","27.46",,,,,,,,,,,,,,"05/08/2025","05/08/2025","United States, Canada","ES_1147564_UW12-J0600C0A002_05092025152741_80240498"
"4020900","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-N0600C0A002",,,"Level 2","50","240","12","1","25","9",,,"No",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network)","6.56","8.5","0.37","6.45","8.5","0.39","9.4","28.5","0.45","22.34","23.17","20.26","27.46",,,,,,,,,,,,,,"05/08/2025","05/08/2025","United States, Canada","ES_1147564_UW12-N0600C0A002_05092025152741_80240498"
"4020901","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-J0700C0B002",,,"Level 2","50","240","12","1","25","9",,,"No",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network)","6.56","8.5","0.37","6.45","8.5","0.39","9.4","28.5","0.45","22.34","23.17","20.26","27.46",,,,,,,,,,,,,,"05/08/2025","05/08/2025","United States, Canada","ES_1147564_UW12-J0700C0B002_05092025152741_80240498"
"4020902","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-J0600C0B002",,,"Level 2","50","240","12","1","25","9",,,"No",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network)","6.56","8.5","0.37","6.45","8.5","0.39","9.4","28.5","0.45","22.34","23.17","20.26","27.46",,,,,,,,,,,,,,"05/08/2025","05/08/2025","United States, Canada","ES_1147564_UW12-J0600C0B002_05092025152741_80240498"
"4020903","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-N0600C0B002",,,"Level 2","50","240","12","1","25","9",,,"No",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network)","6.56","8.5","0.37","6.45","8.5","0.39","9.4","28.5","0.45","22.34","23.17","20.26","27.46",,,,,,,,,,,,,,"05/08/2025","05/08/2025","United States, Canada","ES_1147564_UW12-N0600C0B002_05092025152741_80240498"
"4514205","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-N0750CA0002",,,"Level 2","50","240","12","1","25","9","11.06","844.9","Yes",,,,,,,"High Resolution Display,PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","3.49","9.98","0.175","3.515","9.98","0.33","4.91","29.98","0.23","20.24","21.53","21.37","22.12",,,,,,,,,,,,,,"11/04/2025","11/04/2025","United States, Canada","ES_1147564_UW12-N0750CA0002_11052025120822_80267540"
"4514206","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-N0710CA0002",,,"Level 2","50","240","12","1","25","9","11.06","844.9","Yes",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","3.215","8.5","0.185","3.175","8.5","0.41","4.605","28.5","0.205","21.33","24.47","24.48","25.44",,,,,,,,,,,,,,"11/04/2025","11/04/2025","United States, Canada","ES_1147564_UW12-N0710CA0002_11052025120822_80267540"
"4514207","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-J0710C0C002",,,"Level 2","50","240","12","1","25","9","11.06","844.9","Yes",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","3.215","8.5","0.185","3.175","8.5","0.41","4.605","28.5","0.205","21.33","24.47","24.48","25.44",,,,,,,,,,,,,,"11/04/2025","11/04/2025","United States, Canada","ES_1147564_UW12-J0710C0C002_11052025120822_80267540"
"4514208","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-N0710C0C002",,,"Level 2","50","240","12","1","25","9","11.06","844.9","Yes",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","3.215","8.5","0.185","3.175","8.5","0.41","4.605","28.5","0.205","21.33","24.47","24.48","25.44",,,,,,,,,,,,,,"11/04/2025","11/04/2025","United States, Canada","ES_1147564_UW12-N0710C0C002_11052025120822_80267540"
"4514209","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-N0700C0A002",,,"Level 2","50","240","12","1","25","9","11.06","844.9","Yes",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network)","3.28","8.5","0.185","3.225","8.5","0.39","4.7","28.5","0.225","22.34","23.17","20.26","27.46",,,,,,,,,,,,,,"11/04/2025","11/04/2025","United States, Canada","ES_1147564_UW12-N0700C0A002_11052025120822_80267540"
"4514210","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-N0700C0B002",,,"Level 2","50","240","12","1","25","9","11.06","844.9","Yes",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network)","3.28","8.5","0.185","3.225","8.5","0.39","4.7","28.5","0.225","22.34","23.17","20.26","27.46",,,,,,,,,,,,,,"11/04/2025","11/04/2025","United States, Canada","ES_1147564_UW12-N0700C0B002_11052025120822_80267540"
"4514211","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-N0751CA0002",,,"Level 2","50","240","12","1","25","9","11.06","640.1","Yes",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","3.025","14.88","0.155","2.92","14.88","0.27","3.635","34.88","0.17","21.69","25.4","25.23","26.29",,,,,,,,,,,,,,"11/04/2025","11/04/2025","United States, Canada","ES_1147564_UW12-N0751CA0002_11052025120822_80267540"
"4514212","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-J0651CA0002",,,"Level 2","50","240","12","1","25","9","11.06","640.1","Yes",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","3.025","14.88","0.155","2.92","14.88","0.27","3.635","34.88","0.17","21.69","25.4","25.23","26.29",,,,,,,,,,,,,,"11/04/2025","11/04/2025","United States, Canada","ES_1147564_UW12-J0651CA0002_11052025120822_80267540"
"4514213","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-J0751CA0002",,,"Level 2","50","240","12","1","25","9","11.06","640.1","Yes",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","3.025","14.88","0.155","2.92","14.88","0.27","3.635","34.88","0.17","21.69","25.4","25.23","26.29",,,,,,,,,,,,,,"11/04/2025","11/04/2025","United States, Canada","ES_1147564_UW12-J0751CA0002_11052025120822_80267540"
"4514214","Autel Digital Power Co., Ltd.","AUTEL","MaxiChager Single Charger","UW12-N0651CA0002",,,"Level 2","50","240","12","1","25","9","11.06","640.1","Yes",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","3.025","14.88","0.155","2.92","14.88","0.27","3.635","34.88","0.17","21.69","25.4","25.23","26.29",,,,,,,,,,,,,,"11/04/2025","11/04/2025","United States, Canada","ES_1147564_UW12-N0651CA0002_11052025120822_80267540"
"2323217","Blink Network LLC","Blink","Blink IQ 200 Smart","IQW2-80U-W1-N1-N-25","Retail Number: IQW2-80U-W1-N1-N-25",,"Level 2","80","240","19.2","1","24","6",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network)","3.5","3.6","0.25","3.5","3.6","0.25","18.32","35.6","0.32","7.96","16.35","18.35","18.37",,,,,,,,,,,,,,"07/17/2018","07/17/2018","United States, Canada","ES_1141765_IQW2-80U-W1-N1-N-25_07172018170505_1010101"
"2323218","Blink Network LLC","Blink","Blink IQ 200 Advanced","IQW2-80U-M1-R2-N-25","Retail Number: IQW2-80U-M1-R2-N-25",,"Level 2","80","240","19.2","1","24","6","21.6","901","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","5.9","6.43","0.26","6","6.43","0.26","21.3","38.43","0.33","4.7","19.6","21.24","21.04",,,,,,,,,,,,,,"07/17/2018","07/17/2018","United States, Canada","ES_1141765_IQW2-80U-M1-R2-N-25_07172018170605_1010101"
"2391077","Blink Network LLC","Blink","Blink IQ 200 LTE","IQW2-80U-M2-R2-N-25","IQW2-80U-M2-R3-N-25, IQW2-80U-M3-R3-N-25",,"Level 2","80","240","19.2","1","25","6","21.6","958.5","No",,"OpenADR","Cellular","SAE J1772",,"No",,,"Yes","Cellular","6.35","7.53","0.25","6.48","7.53","0.25","15.64","39.53","0.3","312.7","59.63","25.83","15.49",,,,,,,,,,,,,,"01/14/2022","01/14/2022","United States, Canada","ES_1141765_IQW2-80U-M2-R2-N-25_01192022173033_1010101"
"2392637","Blink Network LLC","Blink","Level 2 AC EVSE BC3-32A-N","HQW1-32C-N1-N1-N-25",,"195893843428","Level 2","32","240","7.68","1","25","8",,,"No",,"OpenADR","Cellular",,,"No",,,"Yes","Cellular","1.61","2.6","0.16","1.91","2.6","0.17","3.83","15.4","0.23","75.91","64.48","20.28","4.83",,,,,,,,,,,,,,"01/31/2022","01/31/2022","United States, Canada","ES_1141765_HQW1-32C-N1-N1-N-25_01312022133030_1010101"
"2397473","Blink Network LLC","Blink","Blink HQ200","HQW2-50C-N1-N1-N-23",,"00195893718931","Level 2","50","240","12","1","23","6",,,"No",,,"Cellular",,,"No",,,"No","None","0.96","2.6","0.06","0.91","2.6","0.05","2.03","22.6","0.08","122.92","65.25","16.61","3.03",,,,,,,,,,,,,,"06/06/2022","06/06/2022","United States, Canada","ES_1141765_HQW2-50C-N1-N1-N-23_06142022170531_1010101"
"2397474","Blink Network LLC","Blink","Blink MQ200","MQW2-50C-M2-R1-N-23","Blink HQ200 Smart,MQW2-50C-M2-R2-N-23-D, HQW2-50C-W1-N1-N-23, HQW2-50C-W1-N2-N-23-D","00195893599424","Level 2","50","240","12","1","23","6",,,"No",,,,,,"No",,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","3.07","3.6","0.18","3.16","3.6","0.18","4.25","23.6","0.23","166.12","66.14","20.77","5.29",,,,,,,,,,,,,,"06/06/2022","06/06/2022","United States, Canada","ES_1141765_MQW2-50C-M2-R1-N-23_06142022174915_1010101"
"2687091","Blink Network LLC","Blink Network, LLC","Series 7","780",,,"Level 2","80","240","19.2","2","23","6",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","4.07","9.5","0","5.05","9.5","0","9.36","44.5","0","48.38",,,,,,,,,,,,,,,,,"10/18/2023","10/18/2023","United States, Canada","ES_1141765_780_20239127141807_4316980"
"2732485","Blink Network LLC","Blink Network, LLC","Series 8","880",,,"Level 2","80","240","19.2","2","23","6",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","6.75","13.5","0","7.75","13.5","0","9.01","44.5","0","74",,,,,,,,,,,,,,,,,"10/18/2023","10/18/2023","United States, Canada","ES_1141765_880_20239129081538_9597819"
"3624433","Blink Network LLC","Blink Network, LLC","Series 7","780 Single Port",,,"Level 2","80","240","19.2","1","23","6",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","7.25","10.5","0.36","8.8","10.5","0.35","14.15","42.5","0.57","23.9",,,,,,,,,,,,,,,,,"08/28/2024","08/28/2024","United States, Canada","ES_1141765_780 Single Port_20247128145400_9179357"
"4008545","Blink Network LLC","Blink Network, LLC","Series 8","880 Single Port",,,"Level 2","80","240","19.2","1","23","6",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","11.7","15.5","0.4","13.2","15.5","0.4","18.6","47.5","0.5","50.3",,,,,,,,,,,,,,,,,"03/24/2025","03/24/2025","United States, Canada","ES_1141765_880 Single Port_03242025192838_536326344"
"4499061","BMW of North America, LLC","BMW","61905B30091","61905B30091",,,"Level 2","64","240","15.36","1","25","6",,,"No",,,,,,,"Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","5.1","6.5","0.33","4.93","6.5","0.32","7.73","32.1","0.35","154.6","40.81","16.98","9.24",,,,,,,,,,,,,,"09/17/2025","09/17/2025","United States, Canada","ES_1152371_61905B30091_09112025093954_2754785"
"2357143","Broadband Telcom Power Inc. (BTCPower)","BTCPower","30 amp dual port L2 EVSE","EVP-2002-30-P-####","#### denotes end customer specific designators; EVP-2002-30-W-####,Wall mount; Listed model pedestal",,"Level 2","30","240","7.2","2","25","10","21.6","31.58","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.05","4.17","0.26","3.15","4.17","0.25","4.8","16.17","0.35","86.52","86.52","21.45","9.23",,,,,,,,,,,,,,"03/24/2020","03/24/2020","United States, Canada","ES_1143056_EVP-2002-30-P-####_03242020183005_1010101"
"2357144","Broadband Telcom Power Inc. (BTCPower)","BTCPower","40 amp dual port L2 EVSE","EVP-2002-40-P-####","#### denotes end customer specific designators; EVP-2002-40-W-####,Wall mount; Listed model pedestal",,"Level 2","40","240","9.6","2","25","6","21.6","31.34","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.15","4.17","0.27","3.25","4.17","0.27","10.2","20.17","0.47","111.96","59.28","22.93","20.23",,,,,,,,,,,,,,"03/24/2020","03/24/2020","United States, Canada","ES_1143056_EVP-2002-40-P-####_03242020184205_1010101"
"2357145","Broadband Telcom Power Inc. (BTCPower)","BTCPower","70 amp single port L2 EVSE","EVP-2001-70-P-####","#### denotes end customer specific designators; EVP-2001-70-W-####,Wall mount; Listed model pedestal",,"Level 2","70","240","16.8","2","25","6","21.6","31.36","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","4.8","5.73","0.25","4.8","5.73","0.26","17.9","33.73","0.49","205.03","75.76","26.36","18.74",,,,,,,,,,,,,,"03/24/2020","03/24/2020","United States, Canada","ES_1143056_EVP-2001-70-P-####_03242020184605_1010101"
"2357146","Broadband Telcom Power Inc. (BTCPower)","BTCPower","30 amp single port L2 EVSE","EVP-2001-30-P-####","#### denotes end customer specific designators; EVP-2001-30-W-####,Wall mount; Listed model pedestal",,"Level 2","30","240","7.2","1","25","10","21.6","31.02","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","4.6","5.73","0.24","4.7","5.73","0.24","7.8","17.73","0.35","93.85","93.85","30.22","9.27",,,,,,,,,,,,,,"03/24/2020","03/24/2020","United States, Canada","ES_1143056_EVP-2001-30-P-####_03242020185205_1010101"
